variable activity subject mean
tBodyAccMeanX SITTING 25 0.278541482461538
tBodyAccMeanX SITTING 26 0.258243530166667
tBodyAccMeanX SITTING 27 0.273941302571429
tBodyAccMeanX SITTING 28 0.276977629444444
tBodyAccMeanX SITTING 29 0.2771799775
tBodyAccMeanX SITTING 30 0.268336081379032
tBodyAccMeanX STANDING 1 0.278917629056604
tBodyAccMeanX STANDING 2 0.277911472222222
tBodyAccMeanX STANDING 3 0.280046513278689
tBodyAccMeanX STANDING 4 0.280499745892857
tBodyAccMeanX STANDING 5 0.282544390892857
tBodyAccMeanX STANDING 6 0.280346248596491
tBodyAccMeanX STANDING 7 0.282723539433962
tBodyAccMeanX STANDING 8 0.279620986111111
tBodyAccMeanX STANDING 9 0.282310057333333
tBodyAccMeanX STANDING 10 0.276650300681818
tBodyAccMeanX STANDING 11 0.277715562765957
tBodyAccMeanX STANDING 12 0.277405834918033
tBodyAccMeanX STANDING 13 0.277758431052632
tBodyAccMeanX STANDING 14 0.280545613833333
tBodyAccMeanX STANDING 15 0.278915803962264
tBodyAccMeanX STANDING 16 0.283497402948718
tBodyAccMeanX STANDING 17 0.277942503333333
tBodyAccMeanX STANDING 18 0.278458805890411
tBodyAccMeanX STANDING 19 0.27817226
tBodyAccMeanX STANDING 20 0.278076904657534
tBodyAccMeanX STANDING 21 0.27695224258427
tBodyAccMeanX STANDING 22 0.279053861587302
tBodyAccMeanX STANDING 23 0.277899323235294
tBodyAccMeanX STANDING 24 0.280348883913043
tBodyAccMeanX STANDING 25 0.278013701621622
tBodyAccMeanX STANDING 26 0.281127035405405
tBodyAccMeanX STANDING 27 0.279566921625
tBodyAccMeanX STANDING 28 0.277795069113924
tBodyAccMeanX STANDING 29 0.277965065846154
tBodyAccMeanX STANDING 30 0.277112699152542
tBodyAccMeanX LAYING 1 0.22159824394
tBodyAccMeanX LAYING 2 0.281373403958333
tBodyAccMeanX LAYING 3 0.275516852741935
tBodyAccMeanX LAYING 4 0.263559214981481
tBodyAccMeanX LAYING 5 0.278334325576923
tBodyAccMeanX LAYING 6 0.248656520140351
tBodyAccMeanX LAYING 7 0.250176694038462
tBodyAccMeanX LAYING 8 0.261254282907407
tBodyAccMeanX LAYING 9 0.2591955368
tBodyAccMeanX LAYING 10 0.280230574137931
tBodyAccMeanX LAYING 11 0.280592970877193
tBodyAccMeanX LAYING 12 0.260113433
tBodyAccMeanX LAYING 13 0.276716360483871
tBodyAccMeanX LAYING 14 0.233275439803922
tBodyAccMeanX LAYING 15 0.2894756525
tBodyAccMeanX LAYING 16 0.274227162571429
tBodyAccMeanX LAYING 17 0.269780085577465
tBodyAccMeanX LAYING 18 0.274691576923077
tBodyAccMeanX LAYING 19 0.272653733493976
tBodyAccMeanX LAYING 20 0.239507882205882
tBodyAccMeanX LAYING 21 0.271325472455556
tBodyAccMeanX LAYING 22 0.279959721194444
tBodyAccMeanX LAYING 23 0.274038007986111
tBodyAccMeanX LAYING 24 0.272850494930556
tBodyAccMeanX LAYING 25 0.250791828613699
tBodyAccMeanX LAYING 26 0.271645864540789
tBodyAccMeanX LAYING 27 0.274102492432432
tBodyAccMeanX LAYING 28 0.2759134825
tBodyAccMeanX LAYING 29 0.287295196811594
tBodyAccMeanX LAYING 30 0.281033900571429
tBodyAccMeanY WALKING 1 -0.0173838185273684
tBodyAccMeanY WALKING 2 -0.0185949199145763
tBodyAccMeanY WALKING 3 -0.0171767844203448
tBodyAccMeanY WALKING 4 -0.0148399475341667
tBodyAccMeanY WALKING 5 -0.0172850317482679
tBodyAccMeanY WALKING 6 -0.0168954189082456
tBodyAccMeanY WALKING 7 -0.018653665345614
tBodyAccMeanY WALKING 8 -0.0186628865310417
tBodyAccMeanY WALKING 9 -0.0180891971284423
tBodyAccMeanY WALKING 10 -0.017022351190566
tBodyAccMeanY WALKING 11 -0.0166475833623729
tBodyAccMeanY WALKING 12 -0.015560927606
tBodyAccMeanY WALKING 13 -0.0185660651947368
tBodyAccMeanY WALKING 14 -0.0217785380966102
tBodyAccMeanY WALKING 15 -0.0170809740090741
tBodyAccMeanY WALKING 16 -0.0204286929452941
tBodyAccMeanY WALKING 17 -0.0184875403339344
tBodyAccMeanY WALKING 18 -0.0178023631866071
tBodyAccMeanY WALKING 19 -0.0191773587903846
tBodyAccMeanY WALKING 20 -0.021199992245098
tBodyAccMeanY WALKING 21 -0.0181610317526923
tBodyAccMeanY WALKING 22 -0.0167213607957174
tBodyAccMeanY WALKING 23 -0.0183618711932203
tBodyAccMeanY WALKING 24 -0.0225446400534483
tBodyAccMeanY WALKING 25 -0.0186477624716216
tBodyAccMeanY WALKING 26 -0.0154259586949153
tBodyAccMeanY WALKING 27 -0.0166478783221912
tBodyAccMeanY WALKING 28 -0.0156759722981481
tBodyAccMeanY WALKING 29 -0.0162915600588679
tBodyAccMeanY WALKING 30 -0.0175880385730769
tBodyAccMeanY WALKING_UPSTAIRS 1 -0.0239531492643396
tBodyAccMeanY WALKING_UPSTAIRS 2 -0.0214121132045833
tBodyAccMeanY WALKING_UPSTAIRS 3 -0.0324109410555932
tBodyAccMeanY WALKING_UPSTAIRS 4 -0.0319804295729615
tBodyAccMeanY WALKING_UPSTAIRS 5 -0.0325269755153191
tBodyAccMeanY WALKING_UPSTAIRS 6 -0.0272425385070588
tBodyAccMeanY WALKING_UPSTAIRS 7 -0.0275639005607843
tBodyAccMeanY WALKING_UPSTAIRS 8 -0.0282415136341463
tBodyAccMeanY WALKING_UPSTAIRS 9 -0.0195101099975714
tBodyAccMeanY WALKING_UPSTAIRS 10 -0.0143854920340426
tBodyAccMeanY WALKING_UPSTAIRS 11 -0.0303157822055556
tBodyAccMeanY WALKING_UPSTAIRS 12 -0.0263574903403846
tBodyAccMeanY WALKING_UPSTAIRS 13 -0.0277392253910909
tBodyAccMeanY WALKING_UPSTAIRS 14 -0.0204388180024074
tBodyAccMeanY WALKING_UPSTAIRS 15 -0.0287523860708333
tBodyAccMeanY WALKING_UPSTAIRS 16 -0.0143654945011765
tBodyAccMeanY WALKING_UPSTAIRS 17 -0.0228645614308333
tBodyAccMeanY WALKING_UPSTAIRS 18 -0.0222060684378914
tBodyAccMeanY WALKING_UPSTAIRS 19 -0.0303986615775
tBodyAccMeanY WALKING_UPSTAIRS 20 -0.0282258047588235
tBodyAccMeanY WALKING_UPSTAIRS 21 -0.0237218695148936
tBodyAccMeanY WALKING_UPSTAIRS 22 -0.0268622561133333
tBodyAccMeanY WALKING_UPSTAIRS 23 -0.0323844029237255
tBodyAccMeanY WALKING_UPSTAIRS 24 -0.0251979434569492
tBodyAccMeanY WALKING_UPSTAIRS 25 -0.0269863524264615
tBodyAccMeanY WALKING_UPSTAIRS 26 -0.0281633797398182
tBodyAccMeanY WALKING_UPSTAIRS 27 -0.0200953324078431
tBodyAccMeanY WALKING_UPSTAIRS 28 -0.0279443943478431
tBodyAccMeanY WALKING_UPSTAIRS 29 -0.0299465312326531
tBodyAccMeanY WALKING_UPSTAIRS 30 -0.0253311698786154
tBodyAccMeanY WALKING_DOWNSTAIRS 1 -0.00991850461020408
tBodyAccMeanY WALKING_DOWNSTAIRS 2 -0.0226614158361702
tBodyAccMeanY WALKING_DOWNSTAIRS 3 -0.0193554079328571
tBodyAccMeanY WALKING_DOWNSTAIRS 4 -0.00980200850666667
tBodyAccMeanY WALKING_DOWNSTAIRS 5 -0.00850107533191489
tBodyAccMeanY WALKING_DOWNSTAIRS 6 -0.019536840063125
tBodyAccMeanY WALKING_DOWNSTAIRS 7 -0.0166332372978723
tBodyAccMeanY WALKING_DOWNSTAIRS 8 -0.0211058674973684
tBodyAccMeanY WALKING_DOWNSTAIRS 9 -0.0203994269075476
tBodyAccMeanY WALKING_DOWNSTAIRS 10 -0.0200050770710526
tBodyAccMeanY WALKING_DOWNSTAIRS 11 -0.0178097721219565
tBodyAccMeanY WALKING_DOWNSTAIRS 12 -0.018084266865793
tBodyAccMeanY WALKING_DOWNSTAIRS 13 -0.0143723839108511
tBodyAccMeanY WALKING_DOWNSTAIRS 14 -0.0200141413657778
tBodyAccMeanY WALKING_DOWNSTAIRS 15 -0.00563047804309524
tBodyAccMeanY WALKING_DOWNSTAIRS 16 -0.0183898583787234
tBodyAccMeanY WALKING_DOWNSTAIRS 17 -0.0167359404347826
tBodyAccMeanY WALKING_DOWNSTAIRS 18 -0.0168666920221818
tBodyAccMeanY WALKING_DOWNSTAIRS 19 -0.0145942275069487
tBodyAccMeanY WALKING_DOWNSTAIRS 20 -0.00964120773155556
tBodyAccMeanY WALKING_DOWNSTAIRS 21 -0.0173195390157778
tBodyAccMeanY WALKING_DOWNSTAIRS 22 -0.0197999371686389
tBodyAccMeanY WALKING_DOWNSTAIRS 23 -0.0162111457238889
tBodyAccMeanY WALKING_DOWNSTAIRS 24 -0.0145730348310909
tBodyAccMeanY WALKING_DOWNSTAIRS 25 -0.0210170522987931
tBodyAccMeanY WALKING_DOWNSTAIRS 26 -0.01262580966778
tBodyAccMeanY WALKING_DOWNSTAIRS 27 -0.0135564467159091
tBodyAccMeanY WALKING_DOWNSTAIRS 28 -0.0220230465913043
tBodyAccMeanY WALKING_DOWNSTAIRS 29 -0.01494121505625
tBodyAccMeanY WALKING_DOWNSTAIRS 30 -0.0174383900204839
tBodyAccMeanY SITTING 1 -0.00130828765170213
tBodyAccMeanY SITTING 2 -0.0156879937282609
tBodyAccMeanY SITTING 3 -0.00350299841730769
tBodyAccMeanY SITTING 4 -0.007163065158
tBodyAccMeanY SITTING 5 -0.00990083527045455
tBodyAccMeanY SITTING 6 -0.0145911615290909
tBodyAccMeanY SITTING 7 -0.01461097580375
tBodyAccMeanY SITTING 8 -0.00672550621304348
tBodyAccMeanY SITTING 9 -0.02701677698
tBodyAccMeanY SITTING 10 -0.015042681852037
tBodyAccMeanY SITTING 11 -0.0149195616754717
tBodyAccMeanY SITTING 12 -0.0157892988523529
tBodyAccMeanY SITTING 13 -0.00587732936326531
tBodyAccMeanY SITTING 14 -0.00870565463888889
tBodyAccMeanY SITTING 15 -0.0117188472271186
tBodyAccMeanY SITTING 16 -0.0102497939956522
tBodyAccMeanY SITTING 17 -0.014156274084375
tBodyAccMeanY SITTING 18 -0.0128691279736842
tBodyAccMeanY SITTING 19 -0.016739260030137
tBodyAccMeanY SITTING 20 -0.0147229305131818
tBodyAccMeanY SITTING 21 -0.0144009705494118
tBodyAccMeanY SITTING 22 -0.0123468446419355
tBodyAccMeanY SITTING 23 -0.0133945015676471
tBodyAccMeanY SITTING 24 -0.0131255097938235
tBodyAccMeanY SITTING 25 -0.0147696808030769
tBodyAccMeanY SITTING 26 -0.00713364541358974
tBodyAccMeanY SITTING 27 -0.0155269799285714
tBodyAccMeanY SITTING 28 -0.0185404441258333
tBodyAccMeanY SITTING 29 -0.016630680375
tBodyAccMeanY SITTING 30 -0.00804731295322581
tBodyAccMeanY STANDING 1 -0.0161375901037736
tBodyAccMeanY STANDING 2 -0.0184208270166667
tBodyAccMeanY STANDING 3 -0.0143376555065574
tBodyAccMeanY STANDING 4 -0.00948911098553571
tBodyAccMeanY STANDING 5 -0.00700418554517857
tBodyAccMeanY STANDING 6 -0.0181236327175439
tBodyAccMeanY STANDING 7 -0.0145740341037736
tBodyAccMeanY STANDING 8 -0.0148113067148148
tBodyAccMeanY STANDING 9 -0.0200454954022222
tBodyAccMeanY STANDING 10 -0.0155418603409091
tBodyAccMeanY STANDING 11 -0.0171990886595745
tBodyAccMeanY STANDING 12 -0.0169002543196721
tBodyAccMeanY STANDING 13 -0.0167891993964912
tBodyAccMeanY STANDING 14 -0.01520781344
tBodyAccMeanY STANDING 15 -0.0183516360396226
tBodyAccMeanY STANDING 16 -0.0165999672935897
tBodyAccMeanY STANDING 17 -0.0174120064169231
tBodyAccMeanY STANDING 18 -0.0166353518150685
tBodyAccMeanY STANDING 19 -0.0154244056945205
tBodyAccMeanY STANDING 20 -0.0180695049161644
tBodyAccMeanY STANDING 21 -0.0167084730205618
tBodyAccMeanY STANDING 22 -0.0158563207496825
tBodyAccMeanY STANDING 23 -0.0177475547867647
tBodyAccMeanY STANDING 24 -0.0144785340348986
tBodyAccMeanY STANDING 25 -0.0163569730274324
tBodyAccMeanY STANDING 26 -0.0166608306652703
tBodyAccMeanY STANDING 27 -0.016593236445
tBodyAccMeanY STANDING 28 -0.0172635124672152
tBodyAccMeanY STANDING 29 -0.0172605869061538
tBodyAccMeanY STANDING 30 -0.0170163887813559
tBodyAccMeanY LAYING 1 -0.0405139534294
tBodyAccMeanY LAYING 2 -0.0181587397583333
tBodyAccMeanY LAYING 3 -0.0189556785048387
tBodyAccMeanY LAYING 4 -0.0150031841055556
tBodyAccMeanY LAYING 5 -0.0183042123269231
tBodyAccMeanY LAYING 6 -0.0102529170561404
tBodyAccMeanY LAYING 7 -0.0204411516884615
tBodyAccMeanY LAYING 8 -0.0212281733881481
tBodyAccMeanY LAYING 9 -0.020526821662
tBodyAccMeanY LAYING 10 -0.024294484137931
tBodyAccMeanY LAYING 11 -0.0176598052315789
tBodyAccMeanY LAYING 12 -0.0175203917146667
tBodyAccMeanY LAYING 13 -0.020440454366129
tBodyAccMeanY LAYING 14 -0.0113424652490196
tBodyAccMeanY LAYING 15 -0.0166296542054167
tBodyAccMeanY LAYING 16 -0.0166103510562857
tBodyAccMeanY LAYING 17 -0.0168462006729577
tBodyAccMeanY LAYING 18 -0.0173937684615385
tBodyAccMeanY LAYING 19 -0.0171426864421687
tBodyAccMeanY LAYING 20 -0.0144406281132353
tBodyAccMeanY LAYING 21 -0.0184233048415556
tBodyAccMeanY LAYING 22 -0.0142629864502778
tBodyAccMeanY LAYING 23 -0.0216553835833333
tBodyAccMeanY LAYING 24 -0.0173555210111111
tBodyAccMeanY LAYING 25 -0.0188943663671233
tBodyAccMeanY LAYING 26 -0.0191895728026316
tBodyAccMeanY LAYING 27 -0.0179867611216216
tBodyAccMeanY LAYING 28 -0.0167537858225
tBodyAccMeanY LAYING 29 -0.0171965484202899
tBodyAccMeanY LAYING 30 -0.0194494098614286
tBodyAccMeanZ WALKING 1 -0.111148103547368
tBodyAccMeanZ WALKING 2 -0.105500357966102
tBodyAccMeanZ WALKING 3 -0.112674859827586
tBodyAccMeanZ WALKING 4 -0.11140306485
tBodyAccMeanZ WALKING 5 -0.107741776464286
tBodyAccMeanZ WALKING 6 -0.110303165877193
tBodyAccMeanZ WALKING 7 -0.110912234947368
tBodyAccMeanZ WALKING 8 -0.107252090833333
tBodyAccMeanZ WALKING 9 -0.110820512307692
tBodyAccMeanZ WALKING 10 -0.109057512132075
tBodyAccMeanZ WALKING 11 -0.106096304033898
tBodyAccMeanZ WALKING 12 -0.10316110632
tBodyAccMeanZ WALKING 13 -0.111431456192982
tBodyAccMeanZ WALKING 14 -0.106756369135593
tBodyAccMeanZ WALKING 15 -0.107621819518519
tBodyAccMeanZ WALKING 16 -0.108804049803922
tBodyAccMeanZ WALKING 17 -0.109792122032787
tBodyAccMeanZ WALKING 18 -0.104218315464286
tBodyAccMeanZ WALKING 19 -0.122736673192308
tBodyAccMeanZ WALKING 20 -0.113539477098039
tBodyAccMeanZ WALKING 21 -0.104319332403846
tBodyAccMeanZ WALKING 22 -0.107112510934783
tBodyAccMeanZ WALKING 23 -0.113382994084746
tBodyAccMeanZ WALKING 24 -0.110595952913793
tBodyAccMeanZ WALKING 25 -0.108737636297297
tBodyAccMeanZ WALKING 26 -0.108927011474576
tBodyAccMeanZ WALKING 27 -0.112822289263158
tBodyAccMeanZ WALKING 28 -0.103714705396296
tBodyAccMeanZ WALKING 29 -0.106632427301887
tBodyAccMeanZ WALKING 30 -0.0986247068969231
tBodyAccMeanZ WALKING_UPSTAIRS 1 -0.0973020020943396
tBodyAccMeanZ WALKING_UPSTAIRS 2 -0.152513899520833
tBodyAccMeanZ WALKING_UPSTAIRS 3 -0.110064863437288
tBodyAccMeanZ WALKING_UPSTAIRS 4 -0.114219455519231
tBodyAccMeanZ WALKING_UPSTAIRS 5 -0.107471453914894
tBodyAccMeanZ WALKING_UPSTAIRS 6 -0.122082438784314
tBodyAccMeanZ WALKING_UPSTAIRS 7 -0.143769688803922
tBodyAccMeanZ WALKING_UPSTAIRS 8 -0.11512211995122
tBodyAccMeanZ WALKING_UPSTAIRS 9 -0.125219003959184
tBodyAccMeanZ WALKING_UPSTAIRS 10 -0.118180420834043
tBodyAccMeanZ WALKING_UPSTAIRS 11 -0.106797216481481
tBodyAccMeanZ WALKING_UPSTAIRS 12 -0.107339730115385
tBodyAccMeanZ WALKING_UPSTAIRS 13 -0.125767265890909
tBodyAccMeanZ WALKING_UPSTAIRS 14 -0.112279688983333
tBodyAccMeanZ WALKING_UPSTAIRS 15 -0.116952464895833
tBodyAccMeanZ WALKING_UPSTAIRS 16 -0.124074517745098
tBodyAccMeanZ WALKING_UPSTAIRS 17 -0.121290442104167
tBodyAccMeanZ WALKING_UPSTAIRS 18 -0.112655891327586
tBodyAccMeanZ WALKING_UPSTAIRS 19 -0.151054607725
tBodyAccMeanZ WALKING_UPSTAIRS 20 -0.121023947784314
tBodyAccMeanZ WALKING_UPSTAIRS 21 -0.125414265340426
tBodyAccMeanZ WALKING_UPSTAIRS 22 -0.117550861738095
tBodyAccMeanZ WALKING_UPSTAIRS 23 -0.126890616782353
tBodyAccMeanZ WALKING_UPSTAIRS 24 -0.114248610966102
tBodyAccMeanZ WALKING_UPSTAIRS 25 -0.126210440292308
tBodyAccMeanZ WALKING_UPSTAIRS 26 -0.121943461236364
tBodyAccMeanZ WALKING_UPSTAIRS 27 -0.123530438196078
tBodyAccMeanZ WALKING_UPSTAIRS 28 -0.121514025692157
tBodyAccMeanZ WALKING_UPSTAIRS 29 -0.118000587840816
tBodyAccMeanZ WALKING_UPSTAIRS 30 -0.124697493775385
tBodyAccMeanZ WALKING_DOWNSTAIRS 1 -0.107566190908163
tBodyAccMeanZ WALKING_DOWNSTAIRS 2 -0.116812942382979
tBodyAccMeanZ WALKING_DOWNSTAIRS 3 -0.116139842908163
tBodyAccMeanZ WALKING_DOWNSTAIRS 4 -0.1067775246
tBodyAccMeanZ WALKING_DOWNSTAIRS 5 -0.100319930659574
tBodyAccMeanZ WALKING_DOWNSTAIRS 6 -0.107209356208333
tBodyAccMeanZ WALKING_DOWNSTAIRS 7 -0.096938308587234
tBodyAccMeanZ WALKING_DOWNSTAIRS 8 -0.107598135394737
tBodyAccMeanZ WALKING_DOWNSTAIRS 9 -0.0910278793952381
tBodyAccMeanZ WALKING_DOWNSTAIRS 10 -0.110848597247368
tBodyAccMeanZ WALKING_DOWNSTAIRS 11 -0.111070149978261
tBodyAccMeanZ WALKING_DOWNSTAIRS 12 -0.10955593226087
tBodyAccMeanZ WALKING_DOWNSTAIRS 13 -0.101993941531915
tBodyAccMeanZ WALKING_DOWNSTAIRS 14 -0.0928330165533333
tBodyAccMeanZ WALKING_DOWNSTAIRS 15 -0.110526066428571
tBodyAccMeanZ WALKING_DOWNSTAIRS 16 -0.119873705148936
tBodyAccMeanZ WALKING_DOWNSTAIRS 17 -0.0892432745173913
tBodyAccMeanZ WALKING_DOWNSTAIRS 18 -0.1033908092
tBodyAccMeanZ WALKING_DOWNSTAIRS 19 -0.133695240660974
tBodyAccMeanZ WALKING_DOWNSTAIRS 20 -0.104602925937778
tBodyAccMeanZ WALKING_DOWNSTAIRS 21 -0.09816866218
tBodyAccMeanZ WALKING_DOWNSTAIRS 22 -0.1074157796
tBodyAccMeanZ WALKING_DOWNSTAIRS 23 -0.0988123712574074
tBodyAccMeanZ WALKING_DOWNSTAIRS 24 -0.104818820272727
tBodyAccMeanZ WALKING_DOWNSTAIRS 25 -0.107192376965517
tBodyAccMeanZ WALKING_DOWNSTAIRS 26 -0.1064396194
tBodyAccMeanZ WALKING_DOWNSTAIRS 27 -0.112837694688636
tBodyAccMeanZ WALKING_DOWNSTAIRS 28 -0.10858897408913
tBodyAccMeanZ WALKING_DOWNSTAIRS 29 -0.0981339984895833
tBodyAccMeanZ WALKING_DOWNSTAIRS 30 -0.0999781422322581
tBodyAccMeanZ SITTING 1 -0.104544182255319
tBodyAccMeanZ SITTING 2 -0.109218272456522
tBodyAccMeanZ SITTING 3 -0.0983579203269231
tBodyAccMeanZ SITTING 4 -0.10587459588
tBodyAccMeanZ SITTING 5 -0.108540300265909
tBodyAccMeanZ SITTING 6 -0.110127728709091
tBodyAccMeanZ SITTING 7 -0.122464597625
tBodyAccMeanZ SITTING 8 -0.104461049130435
tBodyAccMeanZ SITTING 9 -0.07537846886
tBodyAccMeanZ SITTING 10 -0.104253238796296
tBodyAccMeanZ SITTING 11 -0.112840218339623
tBodyAccMeanZ SITTING 12 -0.106307228960784
tBodyAccMeanZ SITTING 13 -0.0972465110836735
tBodyAccMeanZ SITTING 14 -0.100401490425926
tBodyAccMeanZ SITTING 15 -0.11366125320339
tBodyAccMeanZ SITTING 16 -0.0891404038405797
